transaction_id,timestamp,location,product_id,quantity,revenue,payment_method,loyalty_member
1039,2025-11-17 08:52:00,Campus,112,1.0,2.62,Mobile,False
1052,2025-11-17 08:53:00,Campus,105,1.0,3.64,Credit,False
1030,2025-11-17 08:55:00,Campus,101,1.0,2.81,Credit,False
1073,2025-11-17 09:02:00,Downtown,102,1.0,4.81,Cash,False
1054,2025-11-17 09:02:00,Downtown,103,1.0,5.54,Credit,True
1053,2025-11-17 09:05:00,Downtown,105,1.0,4.62,Credit,False
1057,2025-11-17 09:05:00,Suburb,109,1.0,1.55,Mobile,True
1067,2025-11-17 09:07:00,Downtown,108,1.0,3.47,Credit,True
1064,2025-11-17 09:08:00,Campus,101,2.0,4.95,Credit,False
1061,2025-11-17 09:08:00,Downtown,101,1.0,3.67,Credit,False
1058,2025-11-17 09:09:00,Suburb,103,1.0,4.9,Credit,True
1068,2025-11-17 09:14:00,Campus,111,3.0,10.3,Mobile,False
1056,2025-11-17 09:14:00,Campus,101,1.0,2.91,Mobile,False
1060,2025-11-17 09:14:00,Suburb,101,1.0,3.16,Credit,True
1062,2025-11-17 09:20:00,Campus,114,1.0,4.19,Mobile,False
1066,2025-11-17 09:20:00,Downtown,201,1.0,2.87,Mobile,True
1055,2025-11-17 09:21:00,Downtown,101,1.0,3.22,Mobile,True
1071,2025-11-17 09:30:00,Suburb,105,1.0,3.5,Credit,False
1072,2025-11-17 09:31:00,Campus,103,1.0,4.15,Mobile,False
1069,2025-11-17 09:37:00,Suburb,107,1.0,1.93,Credit,True
1070,2025-11-17 09:43:00,Campus,105,1.0,3.67,Credit,False
1059,2025-11-17 09:44:00,Suburb,113,1.0,3.64,Credit,False
1063,2025-11-17 09:52:00,Campus,101,1.0,2.95,Credit,False
1065,2025-11-17 09:59:00,Campus,101,1.0,2.84,Mobile,False
1075,2025-11-17 10:05:00,Suburb,112,1.0,2.84,Credit,False
1082,2025-11-17 10:10:00,Downtown,109,1.0,1.71,Credit,False
1077,2025-11-17 10:12:00,Suburb,109,1.0,1.74,Credit,False
1078,2025-11-17 10:15:00,Downtown,101,1.0,3.39,Credit,False
1079,2025-11-17 10:17:00,Campus,102,1.0,4.41,Mobile,False
1084,2025-11-17 10:21:00,Campus,109,1.0,1.48,Credit,False
1085,2025-11-17 10:29:00,Suburb,105,1.0,3.48,Credit,True
1074,2025-11-17 10:34:00,Suburb,107,1.0,1.74,Credit,True
1086,2025-11-17 10:35:00,Campus,103,1.0,4.25,Mobile,True
1076,2025-11-17 10:37:00,Campus,113,1.0,3.51,Credit,True
1081,2025-11-17 10:47:00,Suburb,107,1.0,1.71,Mobile,True
1083,2025-11-17 10:51:00,Campus,102,1.0,4.38,Mobile,False
1080,2025-11-17 10:58:00,Suburb,107,1.0,1.81,Mobile,True
1101,2025-11-17 11:01:00,Suburb,112,1.0,3.46,Credit,True
1093,2025-11-17 11:02:00,Campus,111,1.0,3.06,Mobile,True
1102,2025-11-17 11:06:00,Downtown,111,1.0,4.24,Mobile,True
1089,2025-11-17 11:11:00,Downtown,107,1.0,1.91,Credit,True
1095,2025-11-17 11:24:00,Campus,112,1.0,2.69,Mobile,False
1098,2025-11-17 11:26:00,Downtown,105,1.0,3.97,Credit,False
1088,2025-11-17 11:33:00,Campus,112,1.0,3.01,Mobile,False
1099,2025-11-17 11:35:00,Downtown,112,1.0,3.6,Credit,False
1090,2025-11-17 11:40:00,Campus,101,1.0,2.71,Credit,False
1087,2025-11-17 11:43:00,Campus,107,1.0,1.75,Mobile,False
1096,2025-11-17 11:46:00,Downtown,112,1.0,3.92,Mobile,False
1094,2025-11-17 11:47:00,Campus,111,1.0,3.33,Mobile,False
1100,2025-11-17 11:52:00,Campus,103,2.0,7.77,Credit,False
1092,2025-11-17 11:52:00,Suburb,108,1.0,2.75,Credit,True
1097,2025-11-17 11:54:00,Downtown,101,1.0,3.67,Credit,False
1091,2025-11-17 11:59:00,Suburb,108,1.0,2.49,Credit,True
1122,2025-11-17 12:00:00,Campus,103,1.0,4.24,Credit,False
1118,2025-11-17 12:00:00,Downtown,116,1.0,8.5,Credit,False
1111,2025-11-17 12:00:00,Campus,103,1.0,4.65,Mobile,False
1123,2025-11-17 12:01:00,Downtown,115,1.0,11.19,Credit,True
1120,2025-11-17 12:03:00,Suburb,117,1.0,9.65,Credit,True
1140,2025-11-17 12:07:00,Campus,118,1.0,18.07,Credit,False
1129,2025-11-17 12:08:00,Downtown,115,1.0,12.21,Mobile,True
1138,2025-11-17 12:09:00,Suburb,115,1.0,9.62,Mobile,True
1115,2025-11-17 12:11:00,Downtown,200,1.0,9.36,Credit,False
1128,2025-11-17 12:12:00,Downtown,116,1.0,8.15,Mobile,False
1134,2025-11-17 12:14:00,Suburb,116,1.0,7.65,Credit,True
1110,2025-11-17 12:16:00,Campus,108,1.0,2.68,Mobile,True
1109,2025-11-17 12:18:00,Suburb,110,1.0,7.88,Credit,True
1108,2025-11-17 12:19:00,Suburb,115,1.0,9.05,Credit,False
1103,2025-11-17 12:24:00,Campus,116,1.0,6.45,Credit,False
1126,2025-11-17 12:27:00,Suburb,115,1.0,10.14,Credit,True
1136,2025-11-17 12:27:00,Campus,116,1.0,6.95,Mobile,True
1131,2025-11-17 12:27:00,Campus,101,1.0,2.83,Mobile,False
1105,2025-11-17 12:28:00,Downtown,115,1.0,12.13,Credit,False
1106,2025-11-17 12:29:00,Campus,103,1.0,4.18,Mobile,False
1135,2025-11-17 12:32:00,Downtown,104,1.0,3.11,Credit,True
1137,2025-11-17 12:34:00,Downtown,116,1.0,8.35,Cash,False
1114,2025-11-17 12:35:00,Suburb,116,1.0,8.4,Cash,True
1107,2025-11-17 12:37:00,Campus,105,1.0,3.35,Mobile,True
1124,2025-11-17 12:37:00,Campus,104,1.0,2.23,Mobile,False
1116,2025-11-17 12:38:00,Downtown,115,1.0,10.55,Credit,False
1132,2025-11-17 12:39:00,Downtown,118,1.0,19.94,Credit,False
1130,2025-11-17 12:46:00,Campus,112,1.0,2.69,Credit,False
1139,2025-11-17 12:48:00,Suburb,108,1.0,2.7,Cash,True
1127,2025-11-17 12:50:00,Campus,113,1.0,3.77,Credit,False
1121,2025-11-17 12:52:00,Campus,115,1.0,8.72,Cash,False
1117,2025-11-17 12:52:00,Campus,116,1.0,7.05,Mobile,True
1112,2025-11-17 12:53:00,Downtown,115,1.0,12.18,Mobile,True
1133,2025-11-17 12:55:00,Downtown,116,1.0,8.63,Credit,False
1104,2025-11-17 12:55:00,Campus,116,1.0,7.43,Mobile,False
1113,2025-11-17 12:56:00,Campus,109,1.0,1.55,Mobile,False
1119,2025-11-17 12:58:00,Downtown,104,1.0,2.81,Credit,False
1125,2025-11-17 12:59:00,Downtown,115,1.0,11.36,Credit,False
1165,2025-11-17 13:01:00,Campus,117,1.0,7.74,Cash,False
1144,2025-11-17 13:01:00,Campus,116,1.0,6.53,Credit,False
1158,2025-11-17 13:03:00,Suburb,115,1.0,9.43,Credit,False
1166,2025-11-17 13:03:00,Downtown,115,1.0,11.18,Credit,False
1168,2025-11-17 13:05:00,Downtown,115,1.0,10.34,Mobile,True
1149,2025-11-17 13:09:00,Downtown,116,1.0,9.25,Credit,False
1141,2025-11-17 13:15:00,Suburb,115,1.0,9.03,Cash,False
1157,2025-11-17 13:15:00,Downtown,115,1.0,10.18,Credit,False
1167,2025-11-17 13:18:00,Campus,104,1.0,2.27,Credit,False
1153,2025-11-17 13:18:00,Campus,105,1.0,3.11,Mobile,False
1148,2025-11-17 13:19:00,Campus,118,1.0,17.61,Credit,True
1154,2025-11-17 13:19:00,Campus,116,1.0,7.34,Mobile,False
1160,2025-11-17 13:22:00,Campus,116,1.0,7.07,Credit,False
1170,2025-11-17 13:23:00,Campus,115,2.0,17.74,Credit,False
1143,2025-11-17 13:25:00,Campus,111,1.0,3.17,Mobile,True
1147,2025-11-17 13:25:00,Campus,115,1.0,9.0,Mobile,False
1162,2025-11-17 13:28:00,Suburb,116,1.0,7.81,Credit,True
1172,2025-11-17 13:28:00,Campus,115,1.0,8.77,Mobile,True
1151,2025-11-17 13:29:00,Campus,105,1.0,3.32,Credit,False
1145,2025-11-17 13:30:00,Downtown,115,1.0,10.42,Mobile,False
1159,2025-11-17 13:31:00,Campus,103,1.0,4.06,Mobile,False
1169,2025-11-17 13:36:00,Campus,104,1.0,2.31,Mobile,False
1150,2025-11-17 13:38:00,Campus,115,1.0,8.64,Credit,False
1152,2025-11-17 13:39:00,Campus,116,1.0,6.73,Mobile,False
1146,2025-11-17 13:39:00,Campus,116,1.0,7.01,Credit,False
1161,2025-11-17 13:40:00,Downtown,116,1.0,8.22,Credit,True
1156,2025-11-17 13:42:00,Suburb,109,2.0,3.37,Credit,False
1163,2025-11-17 13:43:00,Suburb,118,1.0,18.96,Credit,False
1155,2025-11-17 13:46:00,Downtown,115,1.0,12.31,Credit,True
1171,2025-11-17 13:47:00,Campus,116,1.0,7.71,Cash,False
1142,2025-11-17 13:48:00,Downtown,115,1.0,11.27,Mobile,False
1164,2025-11-17 13:57:00,Downtown,116,1.0,8.39,Mobile,False
1178,2025-11-17 14:13:00,Campus,103,2.0,8.41,Credit,False
1173,2025-11-17 14:18:00,Downtown,105,1.0,3.95,Mobile,False
1176,2025-11-17 14:18:00,Campus,111,1.0,3.16,Mobile,False
1174,2025-11-17 14:22:00,Suburb,116,1.0,8.25,Credit,True
1175,2025-11-17 14:25:00,Campus,104,1.0,2.09,Credit,False
1179,2025-11-17 14:35:00,Downtown,105,1.0,4.58,Mobile,False
1182,2025-11-17 14:49:00,Campus,114,1.0,4.82,Mobile,False
1177,2025-11-17 14:51:00,Downtown,116,1.0,9.71,Mobile,False
1181,2025-11-17 14:53:00,Campus,114,1.0,4.57,Credit,False
1180,2025-11-17 14:56:00,Downtown,109,1.0,1.87,Cash,True
1187,2025-11-17 15:01:00,Suburb,109,1.0,1.45,Credit,True
1188,2025-11-17 15:02:00,Downtown,104,1.0,2.85,Credit,False
1186,2025-11-17 15:03:00,Downtown,111,1.0,4.09,Credit,True
1189,2025-11-17 15:05:00,Campus,113,1.0,3.28,Cash,False
1190,2025-11-17 15:24:00,Campus,112,1.0,2.75,Credit,False
1184,2025-11-17 15:27:00,Campus,104,1.0,2.32,Mobile,False
1185,2025-11-17 15:42:00,Downtown,116,1.0,9.08,Mobile,True
1183,2025-11-17 15:53:00,Campus,105,1.0,3.08,Cash,True
1193,2025-11-17 16:00:00,Campus,111,1.0,3.46,Mobile,True
1200,2025-11-17 16:03:00,Downtown,104,1.0,2.63,Mobile,True
1198,2025-11-17 16:03:00,Downtown,105,1.0,4.72,Credit,True
1199,2025-11-17 16:10:00,Suburb,114,1.0,4.92,Credit,True
1195,2025-11-17 16:12:00,Suburb,111,1.0,3.31,Credit,False
1194,2025-11-17 16:16:00,Campus,109,1.0,1.5,Mobile,False
1196,2025-11-17 16:16:00,Downtown,112,1.0,3.86,Credit,False
1197,2025-11-17 16:17:00,Downtown,112,1.0,3.35,Mobile,False
1202,2025-11-17 16:29:00,Campus,107,1.0,1.75,Credit,True
1192,2025-11-17 16:32:00,Downtown,115,1.0,12.24,Credit,False
1201,2025-11-17 16:35:00,Campus,104,1.0,2.31,Mobile,True
1203,2025-11-17 16:43:00,Suburb,113,3.0,11.56,Credit,True
1191,2025-11-17 16:49:00,Suburb,109,1.0,1.6,Cash,True
1209,2025-11-17 17:03:00,Downtown,103,1.0,5.98,Mobile,True
1208,2025-11-17 17:18:00,Downtown,102,1.0,4.67,Mobile,False
1205,2025-11-17 17:19:00,Campus,112,1.0,3.07,Credit,False
1212,2025-11-17 17:19:00,Campus,103,1.0,4.22,Credit,True
1214,2025-11-17 17:24:00,Campus,101,1.0,2.95,Mobile,False
1207,2025-11-17 17:33:00,Downtown,112,1.0,3.6,Mobile,False
1217,2025-11-17 17:34:00,Downtown,115,1.0,11.47,Credit,True
1206,2025-11-17 17:42:00,Campus,109,1.0,1.45,Mobile,False
1219,2025-11-17 17:45:00,Campus,114,1.0,4.53,Mobile,False
1215,2025-11-17 17:46:00,Campus,111,1.0,3.31,Credit,False
1211,2025-11-17 17:47:00,Campus,105,1.0,3.62,Mobile,False
1216,2025-11-17 17:51:00,Campus,102,1.0,3.76,Credit,False
1210,2025-11-17 17:54:00,Campus,116,1.0,7.69,Credit,True
1218,2025-11-17 17:55:00,Campus,104,2.0,4.91,Mobile,False
1204,2025-11-17 17:57:00,Downtown,102,1.0,4.88,Cash,False
1213,2025-11-17 17:59:00,Campus,114,1.0,4.3,Mobile,True
1222,2025-11-17 18:03:00,Suburb,117,2.0,18.16,Mobile,False
1220,2025-11-17 18:08:00,Campus,102,1.0,4.28,Credit,False
1221,2025-11-17 18:12:00,Downtown,107,1.0,2.03,Credit,True
1225,2025-11-17 18:14:00,Suburb,116,1.0,8.27,Credit,True
1228,2025-11-17 18:25:00,Downtown,104,2.0,5.94,Mobile,True
1226,2025-11-17 18:31:00,Campus,112,1.0,2.77,Credit,False
1223,2025-11-17 18:34:00,Downtown,103,1.0,5.2,Credit,False
1229,2025-11-17 18:37:00,Downtown,109,1.0,1.7,Mobile,True
1227,2025-11-17 18:41:00,Downtown,113,1.0,4.15,Cash,True
1224,2025-11-17 18:46:00,Suburb,116,1.0,8.59,Credit,False
1234,2025-11-17 19:12:00,Downtown,108,1.0,2.87,Mobile,True
1230,2025-11-17 19:17:00,Campus,113,1.0,3.56,Mobile,False
1232,2025-11-17 19:26:00,Campus,107,1.0,1.82,Mobile,True
1236,2025-11-17 19:34:00,Suburb,108,1.0,2.53,Credit,True
1231,2025-11-17 19:36:00,Campus,104,1.0,2.16,Credit,False
1233,2025-11-17 19:39:00,Campus,105,1.0,3.38,Cash,False
1237,2025-11-17 19:52:00,Downtown,113,1.0,4.58,Credit,False
1235,2025-11-17 19:56:00,Campus,103,1.0,4.21,Credit,False
1240,2025-11-17 20:07:00,Suburb,107,1.0,1.93,Credit,True
1242,2025-11-17 20:08:00,Campus,101,1.0,2.77,Credit,False
1241,2025-11-17 20:27:00,Campus,103,2.0,8.29,Credit,False
1238,2025-11-17 20:36:00,Suburb,108,1.0,2.88,Credit,False
1239,2025-11-17 20:48:00,Suburb,114,1.0,5.18,Credit,False
1245,2025-11-17 21:12:00,Downtown,115,1.0,11.38,Credit,False
1243,2025-11-17 21:41:00,Campus,108,1.0,2.32,Cash,True
1244,2025-11-17 21:42:00,Campus,110,1.0,6.53,Cash,False
1247,2025-11-18 06:02:00,Campus,104,1.0,2.22,Mobile,False
1249,2025-11-18 06:07:00,Campus,105,1.0,3.06,Credit,False
1250,2025-11-18 06:20:00,Downtown,104,1.0,3.07,Mobile,False
1248,2025-11-18 06:40:00,Campus,113,1.0,3.45,Credit,False
1246,2025-11-18 06:56:00,Suburb,114,1.0,4.44,Mobile,True
1266,2025-11-18 07:05:00,Suburb,101,1.0,3.07,Mobile,False
1255,2025-11-18 07:05:00,Suburb,104,1.0,2.51,Credit,True
1259,2025-11-18 07:11:00,Campus,104,1.0,2.38,Credit,False
1260,2025-11-18 07:12:00,Suburb,110,2.0,14.91,Credit,True
1251,2025-11-18 07:13:00,Campus,101,1.0,2.8,Cash,True
1254,2025-11-18 07:22:00,Downtown,102,1.0,5.51,Mobile,True
1261,2025-11-18 07:31:00,Campus,102,1.0,4.32,Mobile,False
1257,2025-11-18 07:34:00,Downtown,104,1.0,2.78,Credit,True
1264,2025-11-18 07:37:00,Campus,102,1.0,3.89,Mobile,True
1262,2025-11-18 07:41:00,Campus,108,1.0,2.26,Credit,False
1252,2025-11-18 07:41:00,Downtown,102,1.0,5.05,Mobile,True
1263,2025-11-18 07:50:00,Campus,101,1.0,2.48,Mobile,False
1265,2025-11-18 07:51:00,Downtown,114,1.0,5.6,Mobile,False
1256,2025-11-18 07:52:00,Downtown,104,3.0,8.1,Credit,True
1253,2025-11-18 07:52:00,Downtown,102,1.0,5.35,Mobile,True
1258,2025-11-18 07:54:00,Campus,111,1.0,3.09,Credit,True
1281,2025-11-18 08:00:00,Campus,103,1.0,4.17,Mobile,False
1270,2025-11-18 08:00:00,Downtown,114,1.0,5.76,Credit,False
1267,2025-11-18 08:03:00,Campus,103,1.0,4.68,Mobile,False
1280,2025-11-18 08:04:00,Downtown,102,1.0,4.89,Mobile,True
1275,2025-11-18 08:04:00,Downtown,104,1.0,3.14,Mobile,True
1269,2025-11-18 08:06:00,Campus,105,1.0,3.53,Credit,False
1291,2025-11-18 08:09:00,Downtown,105,1.0,4.13,Cash,True
1298,2025-11-18 08:11:00,Downtown,105,1.0,4.46,Mobile,True
1288,2025-11-18 08:12:00,Campus,102,1.0,4.21,Mobile,False
1285,2025-11-18 08:14:00,Downtown,109,1.0,1.86,Mobile,True
1292,2025-11-18 08:14:00,Downtown,101,1.0,3.3,Mobile,True
1293,2025-11-18 08:15:00,Downtown,103,1.0,5.3,Mobile,False
1268,2025-11-18 08:21:00,Downtown,112,1.0,3.83,Credit,True
1287,2025-11-18 08:21:00,Suburb,101,1.0,2.83,Cash,False
1278,2025-11-18 08:24:00,Downtown,201,1.0,9.37,Credit,True
1274,2025-11-18 08:25:00,Downtown,112,1.0,3.4,Mobile,False
1271,2025-11-18 08:25:00,Campus,105,1.0,3.44,Credit,False
1284,2025-11-18 08:25:00,Suburb,108,1.0,2.82,Mobile,True
1295,2025-11-18 08:30:00,Downtown,113,1.0,4.84,Credit,False
1276,2025-11-18 08:32:00,Downtown,116,1.0,8.6,Credit,True
1277,2025-11-18 08:35:00,Campus,105,1.0,3.56,Mobile,False
1289,2025-11-18 08:38:00,Downtown,105,1.0,4.32,Credit,False
1273,2025-11-18 08:41:00,Downtown,112,1.0,3.81,Mobile,True
1282,2025-11-18 08:43:00,Campus,111,1.0,3.04,Mobile,False
1296,2025-11-18 08:45:00,Campus,109,1.0,1.42,Credit,False
1294,2025-11-18 08:47:00,Campus,103,1.0,4.56,Cash,False
1279,2025-11-18 08:49:00,Downtown,104,1.0,3.13,Cash,False
1283,2025-11-18 08:51:00,Suburb,105,1.0,3.9,Credit,True
1290,2025-11-18 08:52:00,Suburb,107,1.0,1.85,Credit,True
1286,2025-11-18 08:54:00,Downtown,101,1.0,3.4,Credit,True
1272,2025-11-18 08:58:00,Downtown,109,1.0,1.7,Credit,False
1297,2025-11-18 08:59:00,Downtown,114,1.0,6.12,Credit,True
1303,2025-11-18 09:03:00,Downtown,116,1.0,9.02,Mobile,False
1305,2025-11-18 09:04:00,Suburb,109,1.0,1.73,Credit,False
1306,2025-11-18 09:04:00,Downtown,101,1.0,3.19,Credit,False
1312,2025-11-18 09:06:00,Downtown,101,1.0,3.2,Credit,True
1317,2025-11-18 09:15:00,Downtown,101,1.0,3.2,Credit,False
1310,2025-11-18 09:16:00,Downtown,114,1.0,5.1,Credit,False
1309,2025-11-18 09:17:00,Campus,104,1.0,2.16,Mobile,False
1315,2025-11-18 09:21:00,Downtown,104,1.0,3.1,Mobile,False
1313,2025-11-18 09:22:00,Downtown,101,1.0,3.56,Credit,True
1304,2025-11-18 09:24:00,Downtown,104,1.0,3.13,Credit,True
1308,2025-11-18 09:26:00,Downtown,112,1.0,3.94,Mobile,False
1314,2025-11-18 09:27:00,Suburb,114,1.0,5.25,Credit,True
1301,2025-11-18 09:37:00,Campus,101,1.0,2.97,Credit,False
1300,2025-11-18 09:39:00,Downtown,111,1.0,3.88,Credit,False
1311,2025-11-18 09:47:00,Campus,105,1.0,3.35,Cash,False
1302,2025-11-18 09:50:00,Campus,102,1.0,4.2,Mobile,False
1318,2025-11-18 09:52:00,Downtown,103,1.0,5.22,Credit,True
1307,2025-11-18 09:52:00,Downtown,105,1.0,4.65,Mobile,True
1316,2025-11-18 09:54:00,Campus,107,1.0,1.62,Credit,True
1299,2025-11-18 09:56:00,Campus,104,1.0,2.29,Credit,False
1319,2025-11-18 09:59:00,Suburb,112,1.0,3.04,Credit,True
1320,2025-11-18 10:14:00,Downtown,113,1.0,4.08,Credit,False
1326,2025-11-18 10:14:00,Downtown,116,1.0,8.67,Credit,True
1330,2025-11-18 10:27:00,Campus,104,1.0,2.28,Mobile,True
1328,2025-11-18 10:28:00,Suburb,111,1.0,3.77,Credit,True
1325,2025-11-18 10:29:00,Suburb,103,1.0,4.93,Credit,False
1322,2025-11-18 10:30:00,Campus,107,1.0,1.81,Mobile,False
1324,2025-11-18 10:30:00,Downtown,108,1.0,3.48,Credit,False
1327,2025-11-18 10:31:00,Campus,113,1.0,3.29,Mobile,False
1321,2025-11-18 10:39:00,Campus,104,1.0,2.25,Mobile,True
1329,2025-11-18 10:43:00,Downtown,103,1.0,5.14,Credit,False
1331,2025-11-18 10:46:00,Campus,114,1.0,4.63,Credit,True
1332,2025-11-18 10:47:00,Campus,112,1.0,3.07,Credit,False
1323,2025-11-18 10:59:00,Campus,104,1.0,2.16,Cash,False
1344,2025-11-18 11:01:00,Campus,105,1.0,3.4,Mobile,False
1339,2025-11-18 11:02:00,Downtown,103,1.0,6.0,Mobile,True
1333,2025-11-18 11:03:00,Downtown,110,1.0,8.56,Credit,True
1335,2025-11-18 11:10:00,Campus,111,1.0,2.86,Credit,False
1337,2025-11-18 11:11:00,Campus,102,1.0,4.29,Mobile,True
1347,2025-11-18 11:22:00,Campus,113,1.0,3.26,Mobile,False
1336,2025-11-18 11:25:00,Campus,105,1.0,3.34,Mobile,False
1340,2025-11-18 11:28:00,Suburb,105,1.0,3.93,Credit,True
1346,2025-11-18 11:37:00,Downtown,101,2.0,7.18,Mobile,True
1345,2025-11-18 11:41:00,Downtown,103,1.0,5.9,Mobile,False
1338,2025-11-18 11:44:00,Downtown,109,1.0,1.8,Credit,False
1341,2025-11-18 11:46:00,Downtown,104,1.0,2.83,Credit,True
1343,2025-11-18 11:49:00,Campus,101,1.0,2.71,Credit,False
1334,2025-11-18 11:53:00,Downtown,108,1.0,3.24,Credit,False
1342,2025-11-18 11:55:00,Downtown,107,1.0,2.19,Mobile,True
1348,2025-11-18 11:58:00,Campus,103,1.0,4.39,Cash,False
1364,2025-11-18 12:02:00,Suburb,108,1.0,2.77,Mobile,False
1358,2025-11-18 12:02:00,Campus,104,1.0,2.2,Mobile,False
1350,2025-11-18 12:04:00,Campus,102,1.0,4.39,Mobile,False
1354,2025-11-18 12:07:00,Suburb,115,1.0,9.69,Credit,True
1356,2025-11-18 12:10:00,Suburb,114,1.0,4.42,Credit,False
1369,2025-11-18 12:12:00,Downtown,117,1.0,10.35,Credit,False
1378,2025-11-18 12:15:00,Campus,116,1.0,7.16,Mobile,False
1349,2025-11-18 12:16:00,Downtown,116,1.0,9.77,Credit,False
1355,2025-11-18 12:20:00,Suburb,109,1.0,1.68,Credit,False
1363,2025-11-18 12:21:00,Campus,105,1.0,3.29,Mobile,False
1351,2025-11-18 12:23:00,Suburb,115,1.0,10.33,Mobile,False
1386,2025-11-18 12:24:00,Downtown,116,1.0,9.19,Credit,False
1375,2025-11-18 12:24:00,Downtown,117,1.0,10.58,Mobile,False
1376,2025-11-18 12:25:00,Downtown,115,1.0,10.4,Mobile,False
1377,2025-11-18 12:27:00,Downtown,115,1.0,11.51,Mobile,True
1368,2025-11-18 12:27:00,Downtown,115,1.0,10.52,Mobile,False
1362,2025-11-18 12:28:00,Downtown,115,1.0,11.66,Mobile,True
1357,2025-11-18 12:28:00,Downtown,118,1.0,21.26,Mobile,True
1353,2025-11-18 12:30:00,Downtown,116,1.0,9.87,Cash,False
1383,2025-11-18 12:32:00,Campus,113,1.0,3.48,Mobile,False
1380,2025-11-18 12:34:00,Campus,111,1.0,3.1,Credit,False
1379,2025-11-18 12:34:00,Downtown,116,1.0,9.7,Cash,True
1372,2025-11-18 12:37:00,Campus,104,1.0,2.03,Credit,False
1352,2025-11-18 12:39:00,Campus,105,1.0,3.63,Credit,False
1384,2025-11-18 12:40:00,Downtown,116,1.0,8.61,Credit,True
1385,2025-11-18 12:41:00,Campus,116,1.0,6.9,Credit,False
1374,2025-11-18 12:41:00,Campus,116,1.0,7.59,Mobile,False
